id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,rop2,rop4,rop6,rmast1,rmast3,rmast4,rmast6,rmast7,rpss4,rpss5,rpss7,rpss8,rsest3,rsest5,rsest7,rsest9,rsest10,rpc1,rpc2,rpc7,rpc11,rpc15,rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,lg10negaff,mah_1,coo_1,mah_2
541,MALES,50,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,22.0,19.0,19.0,27.0,14.0,30.0,23.0,8.0,57.0,45+,50+,completed postgrad uni,1.43136376415899,0.489670040425862,5.30803478598167e-05,5.12602411695805
370,FEMALES,24,SINGLE,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,YES,150.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,17.0,20.0,25.0,13.0,19.0,31.0,23.0,8.0,52.0,18 - 29,18 - 24,some additional training,1.11394335230684,0.524604248350756,0.0001806494000669,5.07736133460532
362,FEMALES,46,MARRIED FIRST TIME,YES,SOME SECONDARY,MONEY/FINANCES,NO,0.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,20.0,23.0,30.0,29.0,30.0,25.0,39.0,8.0,62.0,45+,41 - 49,did not complete high school,1.46239799789896,0.100076297393396,2.41166073422466e-05,4.99862697142491
180,FEMALES,70,MARRIED FIRST TIME,NO,SOME SECONDARY,SPOUSE OR PARTNER,NO,0.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,30.0,15.0,32.0,24.0,10.0,38.0,27.0,8.0,63.0,45+,50+,did not complete high school,1.38021124171161,4.51890865836441,0.0135335231950257,4.98521893094688
345,FEMALES,30,MARRIED FIRST TIME,YES,SOME SECONDARY,FAMILY,NO,0.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,6.0,7.0,7.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,18.0,19.0,26.0,18.0,27.0,20.0,35.0,7.0,44.0,30 - 44,25 - 32,did not complete high school,1.25527250510331,1.92521575537599,0.0164587253022251,4.9822832236677
229,FEMALES,21,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,0.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,21.0,18.0,29.0,35.0,24.0,36.0,31.0,4.0,50.0,18 - 29,18 - 24,completed high school,1.54406804435028,1.11077322913713,0.0023368067888297,4.85093663759663
507,FEMALES,46,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,WORK,NO,0.0,1.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,9.0,27.0,26.0,17.0,39.0,21.0,0.0,23.0,45+,41 - 49,some additional training,1.41497334797082,13.2841291809019,0.0035013197978929,4.8340895921094
546,MALES,58,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,MONEY/FINANCES,NO,0.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,2.0,27.0,27.0,40.0,10.0,35.0,14.0,36.0,6.0,72.0,45+,50+,completed postgrad uni,1.0,1.8343389058633,0.0068554610135582,4.76691195720375
133,FEMALES,23,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,,3.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,23.0,19.0,37.0,30.0,22.0,26.0,34.0,4.0,55.0,18 - 29,18 - 24,some additional training,1.47712125471966,0.500409947812831,0.0007677553169336,4.76475522843512
263,MALES,49,MARRIED FIRST TIME,NO,POSTGRADUATE COMPLETED,WORK,NO,0.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,16.0,18.0,31.0,34.0,9.0,32.0,29.0,2.0,44.0,45+,41 - 49,completed postgrad uni,1.53147891704226,1.99430315497554,7.410645381331e-10,4.66086899353892
530,FEMALES,25,SINGLE,NO,COMPLETED UNDERGRADUATE,"TIME (lack of time, too much to do)",YES,10.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,23.0,23.0,36.0,20.0,30.0,18.0,39.0,4.0,74.0,18 - 29,25 - 32,completed undergrad uni,1.30102999566398,1.34497080029261,0.0031989952804805,4.52286823856638
109,MALES,33,SINGLE,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,YES,200.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,26.0,20.0,34.0,14.0,25.0,16.0,38.0,4.0,71.0,30 - 44,33 - 40,some additional training,1.14612803567824,1.84816049236779,0.0124109181075435,4.48859632459436
337,MALES,32,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,SPOUSE OR PARTNER,NO,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,18.0,20.0,28.0,12.0,30.0,30.0,30.0,7.0,52.0,30 - 44,25 - 32,some additional training,1.07918124604762,0.524604248350756,2.83701687156678e-05,4.40288121706204
509,MALES,42,MARRIED FIRST TIME,YES,SOME SECONDARY,LIFE IN GENERAL,NO,0.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,6.0,5.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,24.0,26.0,31.0,10.0,26.0,17.0,36.0,6.0,74.0,30 - 44,41 - 49,did not complete high school,1.0,1.56953360910289,0.0024989886967377,4.35674655903045
235,MALES,26,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,0.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,21.0,24.0,42.0,20.0,12.0,32.0,38.0,7.0,64.0,18 - 29,25 - 32,completed high school,1.30102999566398,0.31753978925996,0.0029975573530386,4.3245618559187
498,FEMALES,25,STEADY RELATIONSHIP,NO,POSTGRADUATE COMPLETED,HEALTH/ILLNESS,YES,7.0,4.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,6.0,5.0,6.0,7.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,26.0,24.0,27.0,31.0,28.0,29.0,34.0,4.0,68.0,18 - 29,25 - 32,completed postgrad uni,1.49136169383427,0.45959164123096,0.001552944900145,4.29970464325048
304,FEMALES,36,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,CHILDREN,NO,0.0,3.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,23.0,20.0,45.0,16.0,28.0,28.0,39.0,6.0,49.0,30 - 44,33 - 40,completed high school,1.20411998265592,0.945961522091268,0.000294528842855,4.22919097023022
437,MALES,24,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,24.0,22.0,37.0,14.0,23.0,31.0,27.0,3.0,60.0,18 - 29,18 - 24,completed undergrad uni,1.14612803567824,0.0130337437692285,0.0008102541869546,4.22353297046712
403,FEMALES,56,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,,NO,,5.0,1.0,5.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,6.0,7.0,7.0,7.0,6.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,28.0,38.0,10.0,33.0,15.0,40.0,8.0,86.0,45+,50+,some additional training,1.0,4.78375779402455,0.0029091064970764,4.11545112646265
311,MALES,40,MARRIED FIRST TIME,YES,SOME SECONDARY,MONEY/FINANCES,NO,0.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,24.0,24.0,22.0,31.0,16.0,34.0,29.0,5.0,53.0,30 - 44,33 - 40,did not complete high school,1.49136169383427,1.50274679280298,0.0058419801151038,4.10608598327335
499,MALES,36,SINGLE,NO,COMPLETED UNDERGRADUATE,"TIME (lack of time, too much to do)",NO,,3.0,1.0,5.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,5.0,26.0,24.0,38.0,15.0,16.0,16.0,40.0,6.0,70.0,30 - 44,33 - 40,completed undergrad uni,1.17609125905568,0.645224810595607,0.0041985682864409,4.0933013311458
103,FEMALES,23,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,WORK,YES,4.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,6.0,6.0,7.0,7.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,23.0,21.0,35.0,23.0,31.0,36.0,30.0,3.0,50.0,18 - 29,18 - 24,completed undergrad uni,1.36172783601759,0.885404371572555,0.0039189547682452,4.08106070730892
14,MALES,26,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,WORK,YES,5.0,3.0,3.0,4.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,1.0,1.0,3.0,5.0,5.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,27.0,39.0,10.0,34.0,15.0,39.0,10.0,77.0,18 - 29,25 - 32,completed undergrad uni,1.0,2.37331756125897,0.004580911228893,4.04001150281895
