serial,s1gender,ethsfr,famsec,s1pared,s1expel,s1truan,s1weight,s1peta2,gcsepts,graddsci,satdsci,gradfren,satfren,gradit,satit,gradphys,satphys,gradchem,satchem,gradbiol,satbiol,gradmath,satmath,gradeng,sateng,pcschtype
82198.0,Male,Other ethnic group(inc mixed),Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.8311489751032841,5+ A*-C,63.0,Fail,No,C,Yes,B,Yes,B,Yes,C,Yes,B,Yes,C,Yes,B,Yes,Comprehensive 18
82206.0,Male,White,Intermediate occupations,At least one parent with degree,Not excluded,Occasional truancy,0.8311489751032841,5+ A*-C,49.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
82230.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,49.0,B,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
82255.0,Male,Black,Large employers and higher professionals,At least one parent with A-level,Suspended,Occasional truancy,0.8311489751032841,5+ A*-C,88.0,A*,Yes,A,Yes,A*,Yes,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
82271.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,96.0,Fail,No,,No,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A*,Yes,Comprehensive 18
82289.0,Female,Indian,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,64.0,A,Yes,,No,A,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
82354.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,60.0,C,Yes,C,Yes,B,Yes,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
82404.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,61.0,B,Yes,B,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 18
82420.0,Female,Bangladeshi,Other,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,66.0,Fail,No,,No,,No,A,Yes,B,Yes,A,Yes,A*,Yes,A,Yes,Comprehensive 18
82446.0,Female,Black,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,57.0,B,Yes,A,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
82453.0,Female,Black,Other,At least one parent with A-level,Not excluded,Occasional truancy,0.6718776441908956,5+ A*-C,44.0,Fail,No,C,Yes,D,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
82461.0,Female,Bangladeshi,Other,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,50.5,B,Yes,C,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 18
82487.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,63.0,Fail,No,B,Yes,,No,C,Yes,C,Yes,B,Yes,A,Yes,B,Yes,Comprehensive 18
82495.0,Female,Black,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.0891705825769498,1-4 A*-C,39.0,D,Yes,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
82511.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,61.0,B,Yes,A,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
82529.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,53.5,Fail,No,A,Yes,,No,C,Yes,C,Yes,B,Yes,C,Yes,B,Yes,Comprehensive 18
82560.0,Female,Pakistani,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,1.0891705825769498,1-4 A*-C,35.5,E,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
82586.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.6718776441908956,5+ A*-C,39.0,Fail,No,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
82594.0,Female,Indian,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,46.0,C,Yes,,No,C,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
82636.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,70.0,Fail,No,A*,Yes,,No,B,Yes,A,Yes,B,Yes,A,Yes,A,Yes,Comprehensive 18
82651.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,71.0,Fail,No,A*,Yes,,No,A,Yes,B,Yes,A,Yes,A*,Yes,B,Yes,Comprehensive 18
82677.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.6718776441908956,5+ A*-C,41.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,D,Yes,Comprehensive 18
82685.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.8311489751032841,5+ A*-C,74.0,B,Yes,A,Yes,A,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
82750.0,Male,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,2.4163128228163053,1-4 A*-C,34.0,D,Yes,G,Yes,C,Yes,,No,,No,,No,E,Yes,D,Yes,Comprehensive 16
82776.0,Male,,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.8311489751032841,5+ A*-C,69.0,B,Yes,B,Yes,A,Yes,,No,,No,,No,C,Yes,A,Yes,Comprehensive 16
82800.0,Male,Other ethnic group(inc mixed),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,2.4163128228163053,1-4 A*-C,19.0,Fail,Yes,,No,,No,,No,,No,,No,E,Yes,G,Yes,Comprehensive 16
82917.0,Female,Black,Intermediate occupations,At least one parent with A-level,Suspended,Occasional truancy,1.0891705825769498,1-4 A*-C,38.5,D,Yes,,No,F,Yes,,No,,No,,No,D,Yes,D,Yes,Comprehensive 16
82925.0,Male,Other Asian (inc Chinese),Other,At least one parent with degree,Not excluded,No truancy,1.4789683076124112,5+ A*-C,41.0,C,Yes,,No,,No,,No,,No,,No,A,Yes,E,Yes,Comprehensive 16
82941.0,Female,Indian,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,54.0,C,Yes,D,Yes,F,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
82982.0,Female,Black,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,55.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83014.0,Female,Black,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.4883900766976971,5+ A*-C,79.0,A,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
83022.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,61.0,B,Yes,B,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83048.0,Female,,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.6718776441908956,5+ A*-C,49.0,D,Yes,B,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
83063.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Suspended,Occasional truancy,0.4883900766976971,5+ A*-C,69.0,C,Yes,B,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83071.0,Female,Black,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,73.0,B,Yes,B,Yes,B,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
83097.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,52.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
83105.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.4883900766976971,5+ A*-C,77.0,B,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
83113.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.4883900766976971,5+ A*-C,66.0,B,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
83121.0,Female,,Intermediate occupations,At least one parent with degree,Not excluded,Occasional truancy,1.0891705825769498,1-4 A*-C,28.0,E,Yes,D,Yes,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 18
83147.0,Female,Black,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,1.657840235015076,5+ D-G,27.0,D,Yes,,No,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 16
83188.0,Female,Black,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.6718776441908956,5+ A*-C,47.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
83246.0,Male,White,Semi routine and routine occupations,At least one parent with degree,Not excluded,No truancy,1.9448353631416986,5+ D-G,12.0,Fail,No,,No,Fail,Yes,,No,,No,,No,F,Yes,F,Yes,Comprehensive 18
83253.0,Male,White,Semi routine and routine occupations,At least one parent with A-level,Suspended,Occasional truancy,1.768937959352933,None,0.0,Fail,No,,No,,No,,No,,No,,No,,No,,No,Comprehensive 18
83279.0,Male,Black,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.6108974679683443,5+ A*-C,48.0,C,Yes,,No,C,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
83287.0,Female,Black,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,50.0,Fail,No,,No,C,Yes,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83329.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.9546788079883423,5+ A*-C,42.0,C,Yes,,No,C,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
83345.0,Female,Indian,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,1.1089698062598343,5+ D-G,20.0,Fail,No,,No,E,Yes,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
83386.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.6108974679683443,5+ A*-C,52.0,C,Yes,,No,B,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
83394.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1089698062598343,1-4 D-G,6.0,Fail,No,,No,G,Yes,,No,,No,,No,Fail,Yes,Fail,Yes,Comprehensive 18
83451.0,Female,White,Other,Neither parent with A-level,Not excluded,Occasional truancy,1.1089698062598343,5+ D-G,21.0,F,Yes,,No,F,Yes,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
83493.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Suspended,Persistant truancy,1.9448353631416986,1-4 D-G,10.0,Fail,No,,No,,No,,No,,No,,No,D,Yes,E,Yes,Comprehensive 18
83535.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,57.0,Fail,No,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
83576.0,Male,White,Other,Neither parent with A-level,Not excluded,Occasional truancy,1.9448353631416986,5+ D-G,20.0,E,Yes,,No,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 18
83584.0,Female,White,Other,Neither parent with A-level,Suspended,Occasional truancy,1.1089698062598343,1-4 D-G,2.0,Fail,No,,No,,No,,No,,No,,No,G,Yes,G,Yes,Comprehensive 18
83592.0,Male,Other Asian (inc Chinese),Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.9920435134831372,1-4 A*-C,23.0,E,Yes,,No,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 18
83618.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5678539784750374,5+ A*-C,47.0,Fail,No,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
83634.0,Male,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.9546788079883423,5+ A*-C,45.0,C,Yes,E,Yes,,No,,No,,No,,No,B,Yes,D,Yes,Comprehensive 18
83642.0,Female,Black,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,60.0,A,Yes,B,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
83709.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,1.354563318975142,5+ A*-C,58.0,B,Yes,,No,C,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
83717.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.2591215549386496,5+ A*-C,48.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83758.0,Male,White,Other,At least one parent with degree,Suspended,No truancy,2.1996911505632766,1-4 A*-C,14.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 18
83766.0,Male,White,Other,Neither parent with A-level,Expelled,No truancy,2.1168411435794843,5+ A*-C,45.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
83816.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,68.0,C,Yes,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
83873.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,80.0,B,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
83907.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.9546788079883423,5+ A*-C,55.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
83923.0,Female,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,84.0,B,Yes,,No,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
83931.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Suspended,Occasional truancy,0.5678539784750374,5+ A*-C,36.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
83949.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5678539784750374,5+ A*-C,58.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 18
83964.0,Male,Other Asian (inc Chinese),Other,Neither parent with A-level,Not excluded,No truancy,0.6108974679683443,5+ A*-C,56.0,C,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
84046.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.9546788079883423,5+ A*-C,43.5,C,Yes,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
84103.0,Female,Black,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5068493808763457,5+ A*-C,56.0,C,Yes,C,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
84111.0,Female,Indian,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,54.0,C,Yes,,No,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
84194.0,Female,,Semi routine and routine occupations,At least one parent with A-level,,,0.5678539784750374,5+ A*-C,45.5,Fail,No,,No,,No,,No,,No,,No,E,Yes,B,Yes,Comprehensive 18
84202.0,Female,Pakistani,Other,At least one parent with degree,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,47.5,C,Yes,,No,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 18
84228.0,Female,Other ethnic group(inc mixed),Other,Neither parent with A-level,,Persistant truancy,0.5068493808763457,5+ A*-C,55.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
84236.0,Female,Black,Other,At least one parent with A-level,Suspended,Occasional truancy,1.1089698062598343,5+ D-G,23.5,Fail,No,D,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
84244.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,51.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
84251.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,67.0,A*,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
84293.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,1.1089698062598343,5+ D-G,28.5,E,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
84319.0,Female,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.8835409673831318,1-4 A*-C,39.0,D,Yes,D,Yes,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 18
84400.0,Female,Other Asian (inc Chinese),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5068493808763457,5+ A*-C,69.5,A,Yes,B,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Comprehensive 18
84426.0,Female,Indian,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,56.0,B,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
84434.0,Female,Black,Other,Neither parent with A-level,Suspended,No truancy,0.5068493808763457,5+ A*-C,55.0,B,Yes,D,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
84491.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,2.1996911505632766,1-4 A*-C,32.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 18
84533.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,49.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
84574.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Suspended,Occasional truancy,0.5068493808763457,5+ A*-C,52.0,Fail,No,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
84590.0,Male,White,Other,Neither parent with A-level,Not excluded,No truancy,0.9546788079883423,5+ A*-C,41.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
84608.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.9920435134831372,1-4 A*-C,39.0,C,Yes,E,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
84616.0,Female,,Large employers and higher professionals,At least one parent with A-level,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,51.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 16
84624.0,Female,White,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,0.8835409673831318,1-4 A*-C,8.0,Fail,No,,No,,No,,No,,No,,No,,No,,No,Comprehensive 16
84657.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5678539784750374,5+ A*-C,48.0,Fail,No,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 16
84665.0,Male,,Lower professional and higher technical occupations,At least one parent with A-level,,,0.9546788079883423,5+ A*-C,39.0,Fail,No,E,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
84673.0,Female,Indian,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5678539784750374,5+ A*-C,43.0,D,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
84681.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,64.0,B,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
84715.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,46.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
84756.0,Male,Indian,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.9920435134831372,1-4 A*-C,36.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 16
84764.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Suspended,Occasional truancy,0.9546788079883423,5+ A*-C,45.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,A*,Yes,Comprehensive 16
84798.0,Male,,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.41230120910295864,5+ A*-C,69.0,A,Yes,,No,,No,,No,,No,,No,C,Yes,A*,Yes,Grammar
84806.0,Male,Other Asian (inc Chinese),Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,64.0,A,Yes,B,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
84814.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.41230120910295864,5+ A*-C,67.0,A,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
84822.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,83.5,Fail,No,A*,Yes,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A*,Yes,Grammar
84848.0,Male,Indian,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,77.5,A*,Yes,,No,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
84871.0,Male,Indian,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,75.5,A*,Yes,,No,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
84897.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.41230120910295864,5+ A*-C,86.5,Fail,No,,No,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A,Yes,Grammar
84921.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,62.0,B,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
84939.0,Male,Other Asian (inc Chinese),Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.41230120910295864,5+ A*-C,69.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
84947.0,Male,,Intermediate occupations,At least one parent with degree,Not excluded,Occasional truancy,0.41230120910295864,5+ A*-C,60.5,A*,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Grammar
84954.0,Male,,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.41230120910295864,5+ A*-C,76.0,Fail,No,C,Yes,,No,A,Yes,A*,Yes,A*,Yes,A*,Yes,A,Yes,Grammar
84962.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.41230120910295864,5+ A*-C,75.0,A,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Grammar
84970.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.41230120910295864,5+ A*-C,85.5,Fail,No,,No,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A*,Yes,Grammar
84988.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.5068493808763457,5+ A*-C,73.0,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A*,Yes,Comprehensive 18
85027.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,60.5,C,Yes,A,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
85043.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5068493808763457,5+ A*-C,107.0,A*,Yes,,No,,No,,No,,No,,No,A,Yes,A*,Yes,Comprehensive 18
85068.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.6108974679683443,5+ A*-C,78.0,A,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,B,Yes,Comprehensive 18
85126.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5068493808763457,5+ A*-C,85.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A*,Yes,Comprehensive 18
85183.0,Female,Other Asian (inc Chinese),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,76.0,A,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
85209.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5068493808763457,5+ A*-C,78.0,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
85225.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5678539784750374,5+ A*-C,40.0,E,Yes,C,Yes,,No,,No,,No,,No,E,Yes,C,Yes,Comprehensive 18
85241.0,Female,Black,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,1.1089698062598343,5+ D-G,16.0,Fail,No,,No,,No,,No,,No,,No,Fail,Yes,D,Yes,Comprehensive 18
85266.0,Female,Indian,Other,Neither parent with A-level,Not excluded,No truancy,0.5068493808763457,5+ A*-C,62.0,B,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
85290.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,Persistant truancy,0.9920435134831372,1-4 A*-C,34.0,F,Yes,E,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 18
85308.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1089698062598343,5+ D-G,26.0,Fail,No,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
85316.0,Male,Indian,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.6108974679683443,5+ A*-C,52.0,C,Yes,,No,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
85324.0,Male,Black,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.6108974679683443,5+ A*-C,68.0,Fail,No,,No,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
85332.0,Female,Indian,Lower supervisory occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.8835409673831318,1-4 A*-C,42.0,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
85340.0,Male,Indian,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.6108974679683443,5+ A*-C,57.5,Fail,No,,No,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
